ID	parent	snomed_name	snomed_code	snomed_partial_code	is_direct
налоксон	Medication	Allergy to naloxone (finding)	294277002	0	1
налтрексон	Medication	Allergy to naltrexone (finding)	294276006	0	1
натамицин	Medication	Allergy to natamycin (finding)	294350009	0	1
нафтидрофурил	Medication	Allergy to naftidrofuryl (finding)	295099009	0	1
неболин капс	Medication	Allergy to ibuprofen (finding)	293619005	0	1
недеполяризующий агент	Medication	Allergy to nondepolarizing agent (finding)	294225008	0	1
некст уно экспресс	Medication	Allergy to ibuprofen (finding)	293619005	0	1
неомицин	Medication	Allergy to neomycin (finding)	294468006	0	1
нестероидное противовоспалительное средство	Medication	Allergy to non-steroidal anti-inflammatory agent (finding)	293610009	0	1
нетилмицин	Medication	Allergy to netilmicin (finding)	294465009	0	1
никлозамид	Medication	Allergy to niclosamide (finding)	294453005	0	1
никорандил	Medication	Allergy to nicorandil (finding)	295076005	0	1
никотин	Medication	Allergy to nicotine (finding)	293993005	0	1
никотиниловый спирт	Medication	Allergy to nicotinyl alcohol (finding)	295100001	0	1
никотиновая кислота	Medication	Allergy to nicotinic acid (finding)	294929006	0	1
никофураноза	Medication	Allergy to nicofuranose (finding)	295096002	0	1
нимесулид	Medication	Product containing nimesulide (medicinal product)	703480002	703480002	0
нистатин	Medication	Allergy to nystatin (finding)	294351008	0	1
нитрат	Medication	Nitrate salt (substance) 	89119000	89119000	0
нитрат натрия	Medication	Allergy to sodium nitrite (finding)	294266008	0	1
нитроимидазола	Medication	Allergy to nitroimidazole (finding)	294566007	0	1
нитропруссид	Medication	Allergy to nitroprusside (finding)	773483009	0	1
нитрофенол	Medication	Allergy to nitrophenol (finding)	294343005	0	1
нитрофурала	Medication	Allergy to nitrofural (finding)	294481004	0	1
нитрофурантоином	Medication	Allergy to nitrofurantoin (finding)	294478009	0	1
новокаин	Medication	Allergy to procaine (finding)	293727006	0	1
нокситиолин	Medication	Allergy to noxytiolin (finding)	294425005	0	1
норетистерона	Medication	Allergy to norethisterone (finding)	294752004	0	1
нортриптилин	Medication	Allergy to nortriptyline (finding)	293826007	0	1
носкапин	Medication	Allergy to noscapine (finding)	294152009	0	1
нурофактор	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофаст	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофастфорте	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен 12+	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен для детей	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен форте	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен экспресс	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен экспресс леди	Medication	Allergy to ibuprofen (finding)	293619005	0	1
нурофен экспресс форте	Medication	Allergy to ibuprofen (finding)	293619005	0	1
оки	Medication	Allergy to ketoprofen (finding)	293621000	0	1
оксибутинин	Medication	Allergy to oxybutynin (finding)	294088002	0	1
оксид ртути	Medication	Allergy to mercuric oxide (finding)	293770006	0	1
оксипертин	Medication	Allergy to oxypertine (finding)	293949005	0	1
окситетрациклин	Medication	Allergy to oxytetracycline (finding)	294588007	0	1
окситропия	Medication	Allergy to oxitropium (finding)	294087007	0	1
оксихинолина	Medication	Allergy to oxyquinoline (finding)	860776004	0	1
октреотид	Medication	Allergy to octreotide (finding)	294826000	0	1
орфенадрин	Medication	Allergy to orphenadrine (finding)	294084000	0	1
паклитаксел	Medication	Allergy to paclitaxel (finding)	293785000	0	1
панадол	Medication	Allergy to paracetamol (finding)	293584003	0	1
панкреатин	Medication	Allergy to pancreatin (finding)	293659008	0	1
папаверин	Medication	Allergy to papaverine (finding)	294242002	0	1
паральдегида	Medication	Allergy to paraldehyde (finding)	293878005	0	1
парацетамол	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол авексима	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол велфарм	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол детский	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол каби	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол медисорб	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол-алиум	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол-альтфарм	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол-лект	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол-убф	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол-хемофарм	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамол-эко	Medication	Allergy to paracetamol (finding)	293584003	0	1
парацетамола таблетки	Medication	Allergy to paracetamol (finding)	293584003	0	1
педеа	Medication	Allergy to ibuprofen (finding)	293619005	0	1
пемолин	Medication	Allergy to pemoline (finding)	293954001	0	1
пеницилламин	Medication	Allergy to penicillamine (finding)	294291008	0	1
пенициллин	Medication	Penicillin (substance) 	764146007	764146007	0
пенициллиновая аллергия	Medication	Allergy to penicillin (finding)	91936005	0	1
пенициллиновый ряд	Medication	Allergy to penicillin (finding)	91936005	0	1
пенициллины	Medication	Allergy to penicillin (finding)	91936005	0	1
пентазоцин	Medication	Allergy to pentazocine (finding)	293588000	0	1
пенталгинэкстра-гель	Medication	Allergy to ketoprofen (finding)	293621000	0	1
пентамидин	Medication	Allergy to pentamidine (finding)	294600007	0	1
пентаэритритилтетранитрат	Medication	Allergy to pentaerithrityl tetranitrate (finding)	295091007	0	1
пентоксифиллин	Medication	Allergy to pentoxifylline (finding)	295094004	0	1
пентостатин	Medication	Allergy to pentostatin (finding)	293774002	0	1
перборат натрия	Medication	Allergy to sodium perborate (finding)	294408008	0	1
перекись	Medication	Allergy to hydrogen peroxide (finding)	294449008	0	1
пероксид водорода	Medication	Allergy to hydrogen peroxide (finding)	294449008	0	1
перфалган	Medication	Allergy to paracetamol (finding)	293584003	0	1
пивампициллин	Medication	Allergy to pivampicillin (finding)	294509002	0	1
пивмециллинам	Medication	Allergy to pivmecillinam (finding)	294520002	0	1
пикосульфат натрия	Medication	Allergy to sodium picosulfate (finding)	293680002	0	1
пилокарпин	Medication	Allergy to pilocarpine (finding)	294007009	0	1
пипензолат	Medication	Allergy to pipenzolate (finding)	293695000	0	1
пиперазин	Medication	Allergy to piperazine (finding)	294451007	0	1
пиперациллин	Medication	Allergy to piperacillin (finding)	294515002	0	1
пиперидолат	Medication	Allergy to piperidolate (finding)	830175004	0	1
пиразинамид	Medication	Allergy to pyrazinamide (finding)	294607005	0	1
пирантел	Medication	Allergy to pyrantel (finding)	294452000	0	1
пирацетам	Medication	Allergy to piracetam (finding)	293860000	0	1
пирензепин	Medication	Allergy to pirenzepine (finding)	293658000	0	1
пиретанид	Medication	Allergy to piretanide (finding)	295003001	0	1
пиридоксин	Medication	Allergy to pyridoxine (finding)	767479006	0	1
пиридостигмин	Medication	Allergy to pyridostigmine (finding)	294016008	0	1
пириметамину	Medication	Allergy to pyrimethamine (finding)	294388006	0	1
питавастатин	Medication	Allergy to pitavastatin (finding)	718535005	0	1
плавикс	Medication	Clopidogrel (substance)	 386952008	 386952008	0
пластырь	Medication	Body tissue patch material (substance) 	413676000	413676000	0
пликамицин	Medication	Allergy to plicamycin (finding)	293763006	0	1
полдин	Medication	Allergy to poldine (finding)	293696004	0	1
полимиксин	Medication	Allergy to polymyxin (finding)	294528009	0	1
полиноксилин	Medication	Allergy to polynoxylin (finding)	294406007	0	1
политиазид	Medication	Allergy to polythiazide (finding)	294998006	0	1
правастатин	Medication	Allergy to pravastatin (finding)	294973005	0	1
прадакса	Medication	Dabigatran etexilate (substance)	700029008	700029008	0
пралидоксим	Medication	Allergy to pralidoxime (finding)	294273003	0	1
препарат	Medication	Drug or medicament (substance) 	410942007	410942007	0
прививки	Medication	0	0	0	3
пробенецид	Medication	Allergy to probenecid (finding)	294217006	0	1
пробукол	Medication	Allergy to probucol (finding)	294957004	0	1
прогванил	Medication	Allergy to proguanil (finding)	294396001	0	1
прозерин	Medication	Allergy to neostigmine (finding)	294017004	0	1
производное бутирофенона	Medication	Allergy to butyrophenone derivative (finding)	293919008	0	1
производное фенотиазина	Medication	Allergy to phenothiazine derivative (finding)	782607004	0	1
прокаинамид	Medication	Allergy to procainamide (finding)	294982004	0	1
прокарбазин	Medication	Allergy to procarbazine (finding)	293782002	0	1
пропантелин	Medication	Allergy to propantheline (finding)	293697008	0	1
пропафенон	Medication	Allergy to propafenone (finding)	294983009	0	1
пропилтиоурацил	Medication	Allergy to propylthiouracil (finding)	294676000	0	1
пропофол	Medication	Allergy to propofol (finding)	293708000	0	1
простагландин	Medication	Allergy to prostaglandin (finding)	294249006	0	1
протамин	Medication	Allergy to protamine (finding)	294278007	0	1
протирелин	Medication	Allergy to protirelin (finding)	294829007	0	1
протриптилин	Medication	Allergy to protriptyline (finding)	293834001	0	1
проциклидин	Medication	Allergy to procyclidine (finding)	294089005	0	1
псевдоэфедрин	Medication	Allergy to pseudoephedrine (finding)	294023009	0	1
пумактант	Medication	Allergy to pumactant (finding)	294105003	0	1
разоксан	Medication	Allergy to razoxane (finding)	293783007	0	1
ралоксифен	Medication	Allergy to raloxifene (finding)	473078001	0	1
ремифентанил	Medication	Allergy to remifentanil (finding)	441992007	0	1
ремоксиприд	Medication	Allergy to remoxipride (finding)	293950005	0	1
ретиноид	Medication	Allergy to retinoid (finding)	294207001	0	1
рибавирин	Medication	Allergy to ribavirin (finding)	294380004	0	1
рисперидон	Medication	Allergy to risperidone (finding)	293917005	0	1
рифабутин	Medication	Allergy to rifabutin (finding)	294612006	0	1
рифампицин	Medication	Allergy to rifampicin (finding)	294611004	0	1
розоксацин	Medication	Allergy to rosoxacin (finding)	294484007	0	1
розувастатин	Medication	Allergy to rosuvastatin (finding)	718537002	0	1
севофлуран	Medication	Allergy to sevoflurane (finding)	441954006	0	1
селективный ингибитор обратного захвата серотонина	Medication	Allergy to selective serotonin re-uptake inhibitor (finding)	293844004	0	1
сено	Medication	Allergy to senna (finding)	293686008	0	1
симвастатин	Medication	Allergy to simvastatin (finding)	294971007	0	1
сиресп 	Medication	Fenspiride (substance)	712690002	712690002	0
скополамин	Medication	Allergy to scopolamine (finding)	294074001	0	1
соединение лития	Medication	Allergy to lithium compound (finding)	782563005	0	1
солпафлекс	Medication	Allergy to ibuprofen (finding)	293619005	0	1
соталекс 	Medication	 Allergy to sotalol (finding)	293983003	0	1
спектиномицин	Medication	Allergy to spectinomycin (finding)	294474006	0	1
статины	Medication	Allergy to 3-hydroxy-3-methylglutaryl-coenzyme A reductase inhibitor (finding)	294970008	0	1
стибоглюконат натрия	Medication	Allergy to sodium stibogluconate (finding)	294598001	0	1
столбнячный иммуноглобулин	Medication	Allergy to tetanus immunoglobulin (finding)	294638006	0	1
стрептокиназа	Medication	Allergy to streptokinase (finding)	295108008	0	1
стрептомицин	Medication	Allergy to streptomycin (finding)	294466005	0	1
сукновальная глина	Medication	Allergy to Fuller's earth (finding)	294280001	0	1
сукральфат	Medication	Allergy to sucralfate (finding)	293646000	0	1
сукцинилхолина	Medication	Allergy to succinylcholine (finding)	294224007	0	1
сулконазол	Medication	Allergy to sulconazole (finding)	294361001	0	1
сульпирид	Medication	Allergy to sulpiride (finding)	293914003	0	1
сульфаниламидный диуретик	Medication	Allergy to sulfonamide antibiotic (finding)	429239002	0	1
сульфат натрия	Medication	Allergy to sodium sulfate (finding)	830177007	0	1
сульфинпиразоном	Medication	Allergy to sulfinpyrazone (finding)	294218001	0	1
сульфонат полистирола	Medication	Allergy to polystyrene sulfonate (finding)	830165002	0	1
суфентанила	Medication	Allergy to sufentanil (finding)	441955007	0	1
таблетка	Medication	Tablet (basic dose form) 	385055001	385055001	0
талампициллин	Medication	Allergy to talampicillin (finding)	294512004	0	1
тамоксифен	Medication	Allergy to tamoxifen (finding)	293790002	0	1
теикопланин	Medication	Allergy to teicoplanin (finding)	294476008	0	1
темоциллин	Medication	Allergy to temocillin (finding)	294514003	0	1
теофиллин	Medication	Allergy to theophylline (finding)	294160005	0	1
терапия	Medication	Therapy (regime/therapy) 	276239002	276239002	0
тербинафин	Medication	Allergy to terbinafine (finding)	294342000	0	1
тестостерон	Medication	Allergy to testosterone (finding)	294776007	0	1
тетмосол	Medication	Allergy to sulfiram (finding)	294621007	0	1
тетрабеназин	Medication	Allergy to tetrabenazine (finding)	293918000	0	1
тетрациклин	Medication	Allergy to tetracycline (finding)	294592000	0	1
тиабендазол	Medication	Allergy to tiabendazole (finding)	294460004	0	1
тиазолидиндиона	Medication	Allergy to thiazolidinedione (finding)	439954005	0	1
тиамин	Medication	Allergy to thiamine (finding)	767478003	0	1
тикарциллин	Medication	Allergy to ticarcillin (finding)	294517005	0	1
тилоксапол	Medication	Allergy to tyloxapol (finding)	294093004	0	1
тинзапарин	Medication	Allergy to tinzaparin (finding)	294875004	0	1
тиогуанин	Medication	Allergy to tioguanine (finding)	293773008	0	1
тиоконазол	Medication	Allergy to tioconazole (finding)	294358002	0	1
тиоксантен	Medication	Allergy to thioxanthene (finding)	293942001	0	1
тиомочевины	Medication	Allergy to thiourea (finding)	782596007	0	1
тиоурацилом	Medication	Allergy to thiouracil (finding)	782595006	0	1
тиреотропин	Medication	Allergy to thyrotropin releasing factor (finding)	294828004	0	1
тироксин	Medication	Allergy to thyroxine (finding)	294804001	0	1
тобрамицин	Medication	Allergy to tobramycin (finding)	294470002	0	1
токаинид	Medication	Allergy to tocainide (finding)	294984003	0	1
толнафтат	Medication	Allergy to tolnaftate (finding)	294344004	0	1
торасемид	Medication	Allergy to torasemide (finding)	295004007	0	1
тосмилен	Medication	Allergy to demecarium (finding)	294012005	0	1
тразодоном	Medication	Allergy to trazodone (finding)	293855004	0	1
трамадол	Medication	Allergy to tramadol (finding)	450767000	0	1
транексамовая кислота	Medication	Allergy to tranexamic acid (finding)	294887006	0	1
треосульфан	Medication	Allergy to treosulfan (finding)	293743004	0	1
триамтерен	Medication	Allergy to triamterene (finding)	295006009	0	1
тригексифенидил	Medication	Allergy to trihexyphenidyl (finding)	294077008	0	1
трикалия дицитратобисмутат	Medication	Allergy to tripotassium dicitratobismuthate (finding)	293645001	0	1
триклозан	Medication	Allergy to triclosan (finding)	294417008	0	1
триметафан	Medication	Allergy to trimetaphan (finding)	295048002	0	1
триметоприм	Medication	Allergy to trimethoprim (finding)	294477004	0	1
тримипрамин	Medication	Allergy to trimipramine (finding)	293827003	0	1
трифенилметан триизоцианат	Medication	Allergy to triphenylmethane triisocyanate (finding)	782598008	0	1
трихлорэтилен	Medication	Allergy to trichloroethylene (finding)	293716009	0	1
триэтилперазин	Medication	Allergy to thiethylperazine (finding)	293933008	0	1
тропикамид	Medication	Allergy to tropicamide (finding)	294073007	0	1
тубокурарин	Medication	Allergy to tubocurarine (finding)	294231006	0	1
укол	Medication	Injection (procedure)	59108006	59108006	0
уксусная кислота	Medication	Allergy to acetic acid (finding)	294404005	0	1
урокиназы	Medication	Allergy to urokinase (finding)	295109000	0	1
уротропин	Medication	Allergy to methenamine (finding)	830173006	0	1
урсодезоксихолевая кислота	Medication	Allergy to ursodeoxycholic acid (finding)	293701006	0	1
фамцикловир	Medication	Allergy to famciclovir (finding)	294371004	0	1
фаспик	Medication	Allergy to ibuprofen (finding)	293619005	0	1
фастум	Medication	Allergy to ketoprofen (finding)	293621000	0	1
феброфид	Medication	Allergy to ketoprofen (finding)	293621000	0	1
феназоцин	Medication	Allergy to phenazocine (finding)	293589008	0	1
фенетициллин	Medication	Allergy to pheneticillin (finding)	294496000	0	1
фенилпропаноламин	Medication	Allergy to phenylpropanolamine (finding)	773518005	0	1
фенитоин	Medication	Allergy to phenytoin (finding)	293869004	0	1
феноксиметилпенициллин	Medication	Allergy to phenoxymethylpenicillin (finding)	294497009	0	1
фенотиазина	Medication	Allergy to phenothiazine (finding)	293928009	0	1
фенспирид 	Medication	Fenspiride (substance)	712690002	712690002	0
фенспирид-лф 	Medication	Fenspiride (substance)	712690002	712690002	0
фенспирид-ника 	Medication	Fenspiride (substance)	712690002	712690002	0
фентиконазол	Medication	Allergy to fenticonazole (finding)	294357007	0	1
физостигмин	Medication	Allergy to physostigmine (finding)	294011003	0	1
филграстим	Medication	Allergy to filgrastim (finding)	293737001	0	1
финастерид	Medication	Allergy to finasteride (finding)	294767000	0	1
флавоксат	Medication	Allergy to flavoxate (finding)	294243007	0	1
фламакс	Medication	Allergy to ketoprofen (finding)	293621000	0	1
флекаинид	Medication	Allergy to flecainide (finding)	294979009	0	1
флексен	Medication	Allergy to ketoprofen (finding)	293621000	0	1
флозеквинан	Medication	Allergy to flosequinan (finding)	295073002	0	1
флувастатин	Medication	Allergy to fluvastatin (finding)	294972000	0	1
флуклоксациллин	Medication	Allergy to flucloxacillin (finding)	294502006	0	1
флуконазол	Medication	Allergy to fluconazole (finding)	294365005	0	1
флутамид	Medication	Allergy to flutamide (finding)	294768005	0	1
флюдарабин	Medication	Allergy to fludarabine (finding)	293786004	0	1
флюцитозин	Medication	Allergy to flucytosine (finding)	294341007	0	1
фолиевая кислота	Medication	Allergy to folic acid (finding)	294930001	0	1
фолиновая кислота	Medication	Allergy to folinic acid (finding)	294931002	0	1
фолкодин	Medication	Allergy to pholcodine (finding)	294153004	0	1
формальдегид	Medication	Allergy to formaldehyde (finding)	294426006	0	1
фоскарнет	Medication	Allergy to foscarnet (finding)	294382007	0	1
фосфомицина	Medication	Allergy to fosfomycin (finding)	294559006	0	1
фрамицетин	Medication	Allergy to framycetin (finding)	294467001	0	1
фторурацил	Medication	Allergy to fluorouracil (finding)	293776000	0	1
фторхинолон	Medication	Allergy to fluoroquinolone (finding)	830259009	0	1
фузидиевая кислота	Medication	Allergy to fusidic acid (finding)	294482006	0	1
хенодезоксихолевая кислота	Medication	Allergy to chenodeoxycholic acid (finding)	293699006	0	1
химотрипсин	Medication	Allergy to chymotrypsin (finding)	295116004	0	1
хинаприл	Medication	Non-allergic hypersensitivity to quinapril (finding)	609544007	609544007	0
хинидин	Medication	Allergy to quinidine (finding)	294978001	0	1
хинин	Medication	Allergy to quinine (finding)	294398000	0	1
хлор	Medication	Chlorine (substance)	29276003	29276003	0
хлоральное производное	Medication	Allergy to chloral derivative (finding)	782530003	0	1
хлорамин	Medication	Monochloramine (substance)	609384004	609384004	0
хлоргексидин	Medication	Allergy to chlorhexidine (finding)	294431008	0	1
хлорид	Medication	Chloride salt (substance)	50213009	50213009	0
хлорка	Medication	Chlorine (substance)	29276003	29276003	0
хлормезанон	Medication	Allergy to chlormezanone (finding)	293876009	0	1
хлороксиленол	Medication	Allergy to chloroxylenol (finding)	294415000	0	1
хлоротиазид	Medication	Allergy to chlorothiazide (finding)	294993002	0	1
хлортетрациклина	Medication	Allergy to chlortetracycline (finding)	294590008	0	1
целлюлоза	Medication	Allergy to cellulose and cellulose derivative (finding)	860931009	0	1
церивастатин	Medication	Allergy to cerivastatin (finding)	718534009	0	1
цетилпиридиния	Medication	Allergy to cetylpyridinium (finding)	294441006	0	1
цетримид	Medication	Allergy to cetrimide (finding)	294437007	0	1
цетуксимаб	Medication	Allergy to cetuximab (finding)	788802000	0	1
цефалоспорин	Medication	Allergy to cephalosporin (finding)	294532003	0	1
цефекон д	Medication	Allergy to paracetamol (finding)	293584003	0	1
цефтриаксон	Medication	Allergy to ceftriaxone (finding)	294551009	0	1
цизаприд	Medication	Allergy to cisapride (finding)	293671002	0	1
цикланделат	Medication	Allergy to cyclandelate (finding)	295095003	0	1
циклациллин	Medication	Allergy to ciclacillin (finding)	294507000	0	1
циклопентиазид	Medication	Allergy to cyclopenthiazide (finding)	294994008	0	1
циклопентолат	Medication	Allergy to cyclopentolate (finding)	294079006	0	1
циклосерин	Medication	Allergy to cycloserine (finding)	294610003	0	1
циклоспорин	Medication	Allergy to ciclosporin (finding)	293798009	0	1
циклофенил	Medication	Allergy to cyclofenil (finding)	294763001	0	1
ципротерона	Medication	Allergy to cyproterone (finding)	294771002	0	1
ципрофлоксацин	Medication	Allergy to cinoxacin (finding)	294485008	0	1
цисплатин	Medication	Allergy to cisplatin (finding)	293780005	0	1
цитарабин	Medication	Allergy to cytarabine (finding)	293775001	0	1
человеческий иммуноглобулин	Medication	Allergy to human immunoglobulin (finding)	294633002	0	1
четвертичное аммониевое поверхностно-активное вещество	Medication	Allergy to quaternary ammonium surfactant (finding)	294436003	0	1
четвертичное пиридиниевое поверхностно-активное вещество	Medication	Allergy to quaternary pyridinium surfactant (finding)	294440007	0	1
четвертичное хинолиниевое поверхностно-активное вещество	Medication	Allergy to quaternary quinolinium surfactant (finding)	294442004	0	1
эдрофоний	Medication	Allergy to edrophonium (finding)	294015007	0	1
эконазол	Medication	Allergy to econazole (finding)	294359005	0	1
экотиопат	Medication	Allergy to ecothiopate (finding)	294014006	0	1
эмепроний	Medication	Allergy to emepronium (finding)	773500007	0	1
эноксапарин	Medication	Allergy to enoxaparin (finding)	294873006	0	1
эноксимон	Medication	Allergy to enoximone (finding)	295060001	0	1
энфлуран	Medication	Allergy to enflurane (finding)	293712006	0	1
эпирубицин	Medication	Allergy to epirubicin (finding)	293767007	0	1
эрвиназа	Medication	Allergy to crisantaspase (finding)	293784001	0	1
эрголин	Medication	Allergy to ergoline derivative (finding)	294799006	0	1
эринит	Medication	Allergy to pentaerithrityl tetranitrate (finding)	295091007	0	1
эритромицин	Medication	Allergy to erythromycin (finding)	91931000	0	1
эритропоэтин	Medication	Allergy to erythropoietin (finding)	294843002	0	1
эртапенем	Medication	Allergy to ertapenem (finding)	441725009	0	1
эссенциале форте	Medication	Allergy to phospholipid (finding)	782590001	0	1
эстроген	Medication	Allergy to estrogen (finding)	294781003	0	1
этазол	Medication	Sulfaethidole (substance)	4480008	4480008	0
этакриновая кислота	Medication	Allergy to etacrynic acid (finding)	295002006	0	1
этамбутол	Medication	Allergy to ethambutol (finding)	294615008	0	1
этамзилат	Medication	Allergy to etamsylate (finding)	294885003	0	1
этанерцепт	Medication	Etanercept (substance)	387045004	387045004	0
этиловый спирт	Medication	Allergy to ethyl alcohol (finding)	420140004	0	1
этомидат	Medication	Allergy to etomidate (finding)	293706001	0	1
этопозид	Medication	Allergy to etoposide (finding)	293777009	0	1
этосуксимид	Medication	Allergy to ethosuximide (finding)	293870003	0	1
эуфиллин	Medication	Allergy to aminophylline (finding)	294158008	0	1
эфедрин	Medication	Allergy to ephedrine (finding)	294062000	0	1
эфокс	Medication	Isosorbide mononitrate (substance)	386854005	386854005	0
эффералган	Medication	Allergy to paracetamol (finding)	293584003	0	1
адельфан	Medication	 allergy to hydrochlorothiazide	294995009	0	1
адсорбированная коклюшно-дифтерийно-столбнячная вакцина	Medication	allergy to pertussis vaccine	294651001	0	1
азалид	Medication	Allergy to macrolide (finding)	860907004	860907004	0
акдс	Medication	allergy to pertussis vaccine,	294651001	0	1
актрапид	Medication	insulin soluble	412222002	412222002	0
алоэ	Medication	aloe	391739009	391739009	0
альбуцид	Medication	allergy to sulfacetamide	294582008	0	1
амброзия	Medication	ambrosia	69334009	69334009	0
амидопирин	Medication	aminophenazone	65458000	65458000	0
амикин	Medication	allergy to amikacin	294463002	0	1
амоксициллин клавуланат	Medication	allergy to amoxicillin	294505008	0	1
амплодипин	Medication	allergy to amlodipine	294002003	0	1
анальгетик	Medication	allergy to analgesic	293582004	0	1
анатоксин	Medication	Tetanus antitoxin	427004002	427004002	0
анестезия	Medication	allergy to anesthetic	418434002	418434002	0
анестетик	Medication	allergy to anesthetic	418434002	418434002	0
антагонист кальция	Medication	Substance with calcitonin gene-related peptide receptor antagonist mechanism of action	771595002	771595002	0
антибиотикотерапия	Medication	allergy to antibiotic	1,10E+14	1,10E+14	0
антигистаминный препарат	Medication	Substance with histamine receptor antagonist mechanism of action (substance)	372806008	372806008	0
антисептик	Medication	Medicinal product acting as antiseptic agent	261276004	261276004	0
антиэметик	Medication	0	0	0	3
аплегин	Medication	0	0	0	3
арифон	Medication	allergy to indapamide	295024006	295024006	0
аск	Medication	0	0	0	3
аскофен	Medication	allergy to caffeine, allergy to paracetamol	418344001, 293584003	418344001, 293584003	0
аспаркам	Medication	0	0	0	3
аспирин упса	Medication	0	0	0	3
асс	Medication	allergy to acetylcysteine	294097003	294097003	0
атф	Medication	Adenosine triphosphate	76711004	76711004	0
ахд	Medication	methylcarbinol	0	0	3
ацетон	Medication	acetone	333511003	333511003	0
баб	Medication	 Substance with beta-2 adrenergic receptor antagonist mechanism of action	37751002	37751002	0
базал	Medication	Isophane insulin	66384003	66384003	0
базофилы	Medication	Basophil, segmented 	30061004	30061004	0
баралгин	Medication	allergy to metamizole sodium	702602008	702602008	0
безспиртовой кожный антисептик	Medication	Medicinal product acting as antiseptic agent	261276004	261276004	0
белковый компонент крови	Medication	protein component of blood	0	0	3
бендамустин	Medication	bendamustine	427812009	427812009	0
берлитион	Medication	thioctic acid	715405004	715405004	0
бивалос	Medication	Strontium ranelate	432727001	432727001	0
биопарокс	Medication	Fusafungine	422751003	422751003	0
биофлаваноиды	Medication	0	0	0	3
бициллин	Medication	0	0	0	3
бициллинопрофилактика	Medication	0	0	0	3
блокаторы	Medication	0	0	0	3
бром	Medication	0	0	0	3
вазилип	Medication	allergy to simvastatin	294971007	294971007	0
вессел	Medication	0	0	0	3
вещество	Medication	0	0	0	3
вильпрафен	Medication	0	0	0	3
висмут	Medication	0	0	0	3
гаммаглобулин	Medication	Immunoglobulin G (substance)	29246005	29246005	0
гастропротекторы	Medication	gastroprotector	0	0	3
гипс	Medication	Investment material - gypsum-bonded	256623001	256623001	0
гкс	Medication	Glucocorticoid	419933005	419933005	0
глазные капли	Medication	0	0	0	3
глобулин	Medication	0	0	0	3
глюкокортикоидные	Medication	Glucocorticoid	419933005	419933005	0
глюконат	Medication	gluconate	0	0	3
гоновакцина	Medication	gonococcal vaccina	120834006	120834006	0
гормоны	Medication	hormones	0	0	3
грамицидин	Medication	Gramicidin	387524003	387524003	0
группа пенициллина	Medication	allergy to penicillin	91936005	91936005	0
денол	Medication	Product containing only tripotassium dicitratobismuthate	777865009	777865009	0
дикаин	Medication	allergy to tetracaine	293725003	293725003	0
жаропонижающие	Medication	0	0	0	3
железо	Medication	 Iron	3829006	3829006	0
зубной протез	Medication	denture	277037004	277037004	0
иммуноглобулин	Medication	allergy to immunoglobulin	830260004	0	1
ингибитор	Medication	inhibitor	0	0	3
инсаляция	Medication	insalation	0	0	3
инфузия	Medication	infusion	36576007	36576007	0
инъекция	Medication	injection	129326001	129326001	0
ипратерол	Medication	 allergy to fenoterol	294039002	0	1
испарение	Medication	0	258317007	258317007	0
калий	Medication	potassium	88480006	88480006	0
кальций	Medication	calcium	5540006	5540006	0
канефрон	Medication	herbal drug	349365008	349365008	0
капли	Medication	0	258317007	258317007	0
капли в нос	Medication	nasal drops	385152001	385152001	0
кислота	Medication	0	258317007	258317007	0
кислота салициловая	Medication	allergy to salicylic acid	767474001	0	1
клавуланат	Medication	0	258317007	258317007	0
компонент	Medication	0	258317007	258317007	0
компонент наркоза	Medication	Anesthetic	373266007	373266007	0
контраст	Medication	0	0	0	3
концентрат	Medication	0	0	0	3
корень солодки	Medication	Allergy to licorice 	293647009	293647009	0
креатинин	Medication	creatinine	15373003	15373003	0
кризанол	Medication	aurotioprol	0	0	3
криолечение	Medication	0	258317007	258317007	0
криоплазма	Medication	cryoplasm	0	0	3
ксантинол	Medication	xantinol nicotinate	715408002	715408002	0
лакосамид	Medication	lacosamide	441532003	441532003	0
лактам	Medication	lactam	771577000	771577000	0
лаппаконитина гидробромид	Medication	lappaconitine	0	0	3
лейкопластырь	Medication	Adhesive plaster 	830076001	830076001	0
лек препарат	Medication	0	258317007	258317007	0
лекоптин	Medication	allergy to verapamil	294005001	0	1
